"","marca","modelo","pvp","cilindro","cc","potencia","rpm","peso","plazas","cons90","cons120","consurb","velocida","acel2"
"96","14","Samurai Corto T met",-1.31565199951928,"4",-1.83919919458303,-1.27974231125216,1.85620686889385,-2.19253814339408,"4",-0.659084926226376,-1.66352589876624,-1.27774583166356,-1.22558528286721,"2"
"97","14","Samurai Corto T duro",-1.29826106300356,"4",-1.83919919458303,-1.27974231125216,1.85620686889385,-2.19253814339408,"4",-0.659084926226376,-1.66352589876624,-1.27774583166356,-1.22558528286721,"2"
"98","14","Samurai Longb. T dur",-1.24727517197231,"4",-1.83919919458303,-1.27974231125216,1.85620686889385,-1.92099920469901,"4",-0.659084926226376,-1.66352589876624,-1.27774583166356,-1.22558528286721,"2"
"99","14","Vitara Xaloc t. lona",-1.12729319155971,"4",-1.41693200749131,-0.960339072170919,1.01826588438056,-1.93608470129318,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"100","14","Vitara Xaloc t. met",-1.07243691406354,"4",-1.41693200749131,-0.960339072170919,1.01826588438056,-1.90591370810484,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"101","14","Vitara Xaloc Hard To",-1.01376185525531,"4",-1.41693200749131,-0.960339072170919,1.01826588438056,-1.84557172172815,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"102","14","Vitara Xaloc 16V T.",-0.911583652581352,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.72488774897478,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"103","14","Vitara Xaloc 16V t.m",-0.889703067766322,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.69471675578644,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"104","14","Vitara Xaloc 16V Har",-0.857398242072434,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.63437476940976,"4",-0.727980741394713,-0.556303809003614,-0.853677607153573,-0.382844911543982,"2"
"105","14","Vitara Xaloc r. anch",-0.81250175907933,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.54386178984473,"4",0.512143931635347,-0.334859391051089,-0.95969466328107,-0.382844911543982,"2"
"106","14","Vitara Xaloc r. anch",-0.780351748844039,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.51369079665639,"4",0.512143931635347,-0.334859391051089,-0.95969466328107,-0.382844911543982,"2"
